Lon,Lat,Curie,Moho,LAB
550000.0,1550000.0,36.4,45.0,168.0
550000.0,1600000.0,35.8,46.0,167.0
550000.0,1650000.0,36.6,51.0,166.0
550000.0,1700000.0,34.9,56.0,166.0
550000.0,1750000.0,33.1,53.0,166.0
550000.0,1800000.0,29.1,46.0,165.0
550000.0,1850000.0,26.8,41.0,164.0
550000.0,1900000.0,25.2,38.0,163.0
550000.0,1950000.0,23.8,36.0,163.0
550000.0,2000000.0,23.7,32.0,163.0
550000.0,2050000.0,25.8,29.0,163.0
550000.0,2100000.0,28.5,26.0,162.0
550000.0,2150000.0,30.8,23.0,160.0
600000.0,-2000000.0,19.4,25.0,92.0
600000.0,-1950000.0,20.5,26.0,92.0
600000.0,-1900000.0,21.3,28.0,95.0
600000.0,-1850000.0,22.9,28.0,98.0
600000.0,-1800000.0,24.7,28.0,102.0
600000.0,-1750000.0,27.2,32.0,111.0
600000.0,-1700000.0,27.5,35.0,118.0
600000.0,-1650000.0,28.4,36.0,125.0
600000.0,-1600000.0,26.9,37.0,139.0
600000.0,-1550000.0,24.2,34.0,148.0
600000.0,-1500000.0,23.7,33.0,150.0
600000.0,-1450000.0,29.0,35.0,156.0
600000.0,-1400000.0,36.2,40.0,145.0
600000.0,-1350000.0,35.7,41.0,131.0
600000.0,-1300000.0,31.1,41.0,133.0
600000.0,-1250000.0,27.6,40.0,129.0
600000.0,-1200000.0,26.4,40.0,125.0
600000.0,-1150000.0,25.6,40.0,126.0
600000.0,-1100000.0,25.0,40.0,125.0
600000.0,-1050000.0,24.8,40.0,125.0
600000.0,-1000000.0,25.6,40.0,125.0
600000.0,-950000.0,26.1,40.0,126.0
600000.0,-900000.0,27.0,40.0,126.0
600000.0,-850000.0,26.9,40.0,125.0
600000.0,-800000.0,27.1,40.0,128.0
600000.0,-750000.0,26.9,40.0,128.0
600000.0,-700000.0,27.1,41.0,128.0
600000.0,-650000.0,27.1,41.0,141.0
600000.0,-600000.0,26.6,41.0,139.0
600000.0,-550000.0,27.4,40.0,155.0
600000.0,-500000.0,28.0,40.0,173.0
600000.0,-450000.0,28.0,40.0,195.0
600000.0,-400000.0,28.3,40.0,206.0
600000.0,-350000.0,28.6,40.0,210.0
600000.0,-300000.0,28.6,40.0,211.0
600000.0,-250000.0,28.0,40.0,217.0
600000.0,-200000.0,28.3,40.0,218.0
600000.0,-150000.0,29.0,40.0,218.0
600000.0,-100000.0,29.7,40.0,220.0
600000.0,-50000.0,30.0,40.0,221.0
600000.0,0.0,29.2,40.0,222.0
600000.0,50000.0,28.2,40.0,223.0
600000.0,100000.0,28.3,40.0,224.0
600000.0,150000.0,28.1,41.0,221.0
600000.0,200000.0,27.8,41.0,221.0
600000.0,250000.0,27.2,42.0,218.0
600000.0,300000.0,29.1,43.0,218.0
600000.0,350000.0,35.1,43.0,217.0
600000.0,400000.0,36.9,43.0,217.0
600000.0,450000.0,37.6,42.0,215.0
600000.0,500000.0,34.5,42.0,215.0
600000.0,550000.0,30.6,41.0,211.0
600000.0,600000.0,28.5,41.0,208.0
600000.0,650000.0,27.7,41.0,205.0
600000.0,700000.0,28.1,42.0,202.0
600000.0,750000.0,33.4,43.0,200.0
600000.0,800000.0,38.1,45.0,199.0
600000.0,850000.0,40.3,49.0,199.0
600000.0,900000.0,45.1,54.0,198.0
600000.0,950000.0,45.3,55.0,197.0
600000.0,1000000.0,47.3,51.0,196.0
600000.0,1050000.0,42.9,49.0,196.0
600000.0,1100000.0,39.0,41.0,194.0
600000.0,1150000.0,31.2,41.0,192.0
600000.0,1200000.0,28.9,41.0,190.0
600000.0,1250000.0,28.3,41.0,186.0
600000.0,1300000.0,27.7,41.0,183.0
600000.0,1350000.0,26.8,41.0,180.0
600000.0,1400000.0,27.1,42.0,176.0
600000.0,1450000.0,32.1,42.0,172.0
600000.0,1500000.0,36.3,44.0,170.0
600000.0,1550000.0,35.9,45.0,168.0
600000.0,1600000.0,33.5,47.0,167.0
600000.0,1650000.0,34.5,52.0,166.0
600000.0,1700000.0,33.1,56.0,166.0
600000.0,1750000.0,36.2,53.0,166.0
600000.0,1800000.0,32.0,50.0,165.0
600000.0,1850000.0,27.4,45.0,165.0
600000.0,1900000.0,24.9,39.0,165.0
600000.0,1950000.0,23.3,35.0,166.0
600000.0,2000000.0,23.2,31.0,166.0
600000.0,2050000.0,26.4,27.0,167.0
600000.0,2100000.0,30.2,25.0,165.0
600000.0,2150000.0,32.3,22.0,162.0
650000.0,-2050000.0,21.1,25.0,99.0
650000.0,-2000000.0,22.2,27.0,99.0
650000.0,-1950000.0,23.3,31.0,101.0
650000.0,-1900000.0,24.4,34.0,104.0
650000.0,-1850000.0,25.6,34.0,108.0
650000.0,-1800000.0,27.0,35.0,116.0
650000.0,-1750000.0,28.5,38.0,125.0
650000.0,-1700000.0,30.3,41.0,137.0
650000.0,-1650000.0,31.7,40.0,147.0
650000.0,-1600000.0,30.0,36.0,155.0
650000.0,-1550000.0,25.3,33.0,164.0
650000.0,-1500000.0,23.1,36.0,167.0
650000.0,-1450000.0,31.5,40.0,168.0
650000.0,-1400000.0,42.2,42.0,161.0
650000.0,-1350000.0,39.2,41.0,149.0
650000.0,-1300000.0,31.2,41.0,138.0
650000.0,-1250000.0,27.7,40.0,133.0
650000.0,-1200000.0,26.5,40.0,130.0
650000.0,-1150000.0,25.8,40.0,128.0
650000.0,-1100000.0,25.7,40.0,128.0
650000.0,-1050000.0,25.8,40.0,129.0
650000.0,-1000000.0,26.0,40.0,129.0
650000.0,-950000.0,26.0,40.0,129.0
650000.0,-900000.0,26.5,40.0,129.0
650000.0,-850000.0,26.7,40.0,133.0
650000.0,-800000.0,26.9,40.0,136.0
650000.0,-750000.0,27.2,40.0,130.0
650000.0,-700000.0,30.0,41.0,149.0
650000.0,-650000.0,30.0,41.0,151.0
650000.0,-600000.0,28.2,41.0,143.0
650000.0,-550000.0,29.1,40.0,155.0
650000.0,-500000.0,28.5,40.0,172.0
650000.0,-450000.0,28.3,40.0,203.0
650000.0,-400000.0,28.3,40.0,210.0
650000.0,-350000.0,28.2,40.0,211.0
650000.0,-300000.0,27.9,40.0,216.0
650000.0,-250000.0,27.4,40.0,217.0
650000.0,-200000.0,27.3,40.0,219.0
650000.0,-150000.0,28.1,40.0,219.0
650000.0,-100000.0,28.5,40.0,219.0
650000.0,-50000.0,29.1,40.0,222.0
650000.0,0.0,29.0,40.0,223.0
650000.0,50000.0,28.8,40.0,224.0
650000.0,100000.0,29.5,40.0,224.0
650000.0,150000.0,28.9,41.0,222.0
650000.0,200000.0,28.7,42.0,222.0
650000.0,250000.0,30.3,46.0,219.0
650000.0,300000.0,33.4,50.0,217.0
650000.0,350000.0,35.6,45.0,217.0
650000.0,400000.0,36.0,43.0,216.0
650000.0,450000.0,36.9,43.0,215.0
650000.0,500000.0,35.5,43.0,214.0
650000.0,550000.0,32.4,42.0,211.0
650000.0,600000.0,28.4,41.0,206.0
650000.0,650000.0,27.0,41.0,205.0
650000.0,700000.0,26.2,42.0,202.0
650000.0,750000.0,32.2,43.0,200.0
650000.0,800000.0,41.8,45.0,199.0
650000.0,850000.0,45.4,49.0,198.0
650000.0,900000.0,48.6,57.0,198.0
650000.0,950000.0,53.1,61.0,198.0
650000.0,1000000.0,56.6,60.0,198.0
650000.0,1050000.0,56.7,61.0,198.0
650000.0,1100000.0,53.8,52.0,194.0
650000.0,1150000.0,48.5,44.0,191.0
650000.0,1200000.0,34.1,42.0,188.0
650000.0,1250000.0,28.4,42.0,184.0
650000.0,1300000.0,26.9,41.0,181.0
650000.0,1350000.0,26.2,41.0,178.0
650000.0,1400000.0,27.0,41.0,176.0
650000.0,1450000.0,31.7,42.0,173.0
650000.0,1500000.0,36.9,44.0,170.0
650000.0,1550000.0,34.0,46.0,168.0
650000.0,1600000.0,28.8,46.0,168.0
650000.0,1650000.0,26.2,46.0,167.0
650000.0,1700000.0,26.6,47.0,166.0
650000.0,1750000.0,24.7,47.0,166.0
650000.0,1800000.0,26.9,44.0,165.0
650000.0,1850000.0,25.3,42.0,166.0
650000.0,1900000.0,23.7,39.0,166.0
650000.0,1950000.0,22.9,34.0,167.0
650000.0,2000000.0,23.8,31.0,167.0
650000.0,2050000.0,27.1,27.0,168.0
650000.0,2100000.0,31.7,24.0,166.0
650000.0,2150000.0,34.1,21.0,164.0
700000.0,-2050000.0,22.8,26.0,98.0
700000.0,-2000000.0,24.4,29.0,103.0
700000.0,-1950000.0,26.0,35.0,107.0
700000.0,-1900000.0,26.2,37.0,110.0
700000.0,-1850000.0,26.1,38.0,118.0
700000.0,-1800000.0,28.5,40.0,129.0
700000.0,-1750000.0,30.3,41.0,139.0
700000.0,-1700000.0,32.0,41.0,152.0
700000.0,-1650000.0,32.3,40.0,166.0
700000.0,-1600000.0,30.9,37.0,169.0
700000.0,-1550000.0,27.3,36.0,173.0
700000.0,-1500000.0,26.8,40.0,176.0
700000.0,-1450000.0,30.4,41.0,172.0
700000.0,-1400000.0,33.9,41.0,167.0
700000.0,-1350000.0,29.5,41.0,157.0
700000.0,-1300000.0,28.7,41.0,144.0
700000.0,-1250000.0,27.4,40.0,141.0
700000.0,-1200000.0,26.2,40.0,143.0
700000.0,-1150000.0,26.1,40.0,133.0
700000.0,-1100000.0,26.2,40.0,138.0
700000.0,-1050000.0,26.0,40.0,138.0
700000.0,-1000000.0,25.4,40.0,132.0
700000.0,-950000.0,25.3,40.0,131.0
700000.0,-900000.0,25.8,40.0,142.0
700000.0,-850000.0,26.0,40.0,158.0
700000.0,-800000.0,27.1,40.0,153.0
700000.0,-750000.0,30.6,41.0,162.0
700000.0,-700000.0,34.0,41.0,170.0
700000.0,-650000.0,34.4,41.0,162.0
700000.0,-600000.0,34.3,41.0,157.0
700000.0,-550000.0,31.9,40.0,145.0
700000.0,-500000.0,29.1,40.0,178.0
700000.0,-450000.0,28.9,40.0,209.0
700000.0,-400000.0,28.4,40.0,206.0
700000.0,-350000.0,28.2,40.0,213.0
700000.0,-300000.0,28.0,40.0,216.0
700000.0,-250000.0,26.7,40.0,218.0
700000.0,-200000.0,26.1,40.0,220.0
700000.0,-150000.0,26.9,40.0,220.0
700000.0,-100000.0,27.5,40.0,221.0
700000.0,-50000.0,27.8,40.0,224.0
700000.0,0.0,28.1,40.0,225.0
700000.0,50000.0,29.1,40.0,226.0
700000.0,100000.0,31.2,42.0,225.0
700000.0,150000.0,30.6,42.0,224.0
700000.0,200000.0,28.9,42.0,222.0
700000.0,250000.0,31.8,48.0,220.0
700000.0,300000.0,37.0,58.0,216.0
700000.0,350000.0,36.6,58.0,216.0
700000.0,400000.0,36.1,46.0,215.0
700000.0,450000.0,35.4,47.0,213.0
700000.0,500000.0,34.8,43.0,213.0
700000.0,550000.0,34.7,43.0,211.0
700000.0,600000.0,33.1,45.0,208.0
700000.0,650000.0,29.1,43.0,204.0
700000.0,700000.0,28.2,42.0,201.0
700000.0,750000.0,36.1,43.0,200.0
700000.0,800000.0,47.4,44.0,200.0
700000.0,850000.0,53.3,45.0,199.0
700000.0,900000.0,54.7,50.0,198.0
700000.0,950000.0,56.4,52.0,197.0
700000.0,1000000.0,56.8,59.0,198.0
700000.0,1050000.0,56.5,57.0,195.0
700000.0,1100000.0,58.4,51.0,192.0
700000.0,1150000.0,48.4,44.0,189.0
700000.0,1200000.0,34.1,43.0,186.0
700000.0,1250000.0,27.0,43.0,184.0
700000.0,1300000.0,26.3,42.0,179.0
700000.0,1350000.0,26.4,42.0,175.0
700000.0,1400000.0,26.6,42.0,172.0
700000.0,1450000.0,28.1,42.0,171.0
700000.0,1500000.0,31.8,44.0,169.0
700000.0,1550000.0,30.4,46.0,168.0
700000.0,1600000.0,27.9,46.0,167.0
700000.0,1650000.0,25.5,47.0,167.0
700000.0,1700000.0,24.4,45.0,166.0
700000.0,1750000.0,23.8,43.0,165.0
700000.0,1800000.0,24.3,41.0,166.0
700000.0,1850000.0,23.8,39.0,167.0
700000.0,1900000.0,22.7,36.0,168.0
700000.0,1950000.0,22.8,32.0,170.0
700000.0,2000000.0,24.6,28.0,171.0
700000.0,2050000.0,27.8,25.0,170.0
700000.0,2100000.0,32.0,24.0,166.0
750000.0,-2100000.0,21.8,32.0,98.0
750000.0,-2050000.0,23.4,34.0,103.0
750000.0,-2000000.0,25.2,36.0,108.0
750000.0,-1950000.0,26.9,38.0,111.0
750000.0,-1900000.0,27.6,39.0,120.0
750000.0,-1850000.0,29.0,40.0,132.0
750000.0,-1800000.0,30.5,40.0,144.0
750000.0,-1750000.0,31.4,40.0,158.0
750000.0,-1700000.0,32.2,40.0,165.0
750000.0,-1650000.0,31.4,40.0,173.0
750000.0,-1600000.0,29.9,40.0,179.0
750000.0,-1550000.0,28.2,40.0,180.0
750000.0,-1500000.0,27.4,40.0,180.0
750000.0,-1450000.0,27.8,40.0,177.0
750000.0,-1400000.0,28.1,40.0,176.0
750000.0,-1350000.0,26.9,40.0,170.0
750000.0,-1300000.0,26.9,40.0,168.0
750000.0,-1250000.0,26.3,40.0,173.0
750000.0,-1200000.0,26.1,40.0,161.0
750000.0,-1150000.0,26.4,40.0,158.0
750000.0,-1100000.0,26.6,40.0,157.0
750000.0,-1050000.0,26.0,40.0,153.0
750000.0,-1000000.0,25.3,40.0,142.0
750000.0,-950000.0,25.1,40.0,145.0
750000.0,-900000.0,26.2,40.0,175.0
750000.0,-850000.0,26.7,40.0,179.0
750000.0,-800000.0,28.7,41.0,177.0
750000.0,-750000.0,33.0,41.0,184.0
750000.0,-700000.0,34.9,42.0,180.0
750000.0,-650000.0,39.0,42.0,190.0
750000.0,-600000.0,39.1,41.0,175.0
750000.0,-550000.0,34.2,41.0,169.0
750000.0,-500000.0,30.7,40.0,206.0
750000.0,-450000.0,29.8,40.0,207.0
750000.0,-400000.0,28.2,40.0,176.0
750000.0,-350000.0,28.5,40.0,187.0
750000.0,-300000.0,29.8,40.0,215.0
750000.0,-250000.0,28.4,40.0,222.0
750000.0,-200000.0,26.5,40.0,222.0
750000.0,-150000.0,26.7,40.0,223.0
750000.0,-100000.0,27.0,40.0,224.0
750000.0,-50000.0,27.1,40.0,225.0
750000.0,0.0,27.8,40.0,228.0
750000.0,50000.0,28.1,40.0,228.0
750000.0,100000.0,35.0,43.0,226.0
750000.0,150000.0,34.7,44.0,226.0
750000.0,200000.0,29.5,43.0,223.0
750000.0,250000.0,31.6,46.0,221.0
750000.0,300000.0,34.0,59.0,215.0
750000.0,350000.0,34.1,57.0,213.0
750000.0,400000.0,35.4,54.0,212.0
750000.0,450000.0,34.5,55.0,211.0
750000.0,500000.0,32.2,47.0,211.0
750000.0,550000.0,33.8,46.0,212.0
750000.0,600000.0,38.6,51.0,212.0
750000.0,650000.0,37.7,52.0,210.0
750000.0,700000.0,35.9,44.0,203.0
750000.0,750000.0,40.1,43.0,202.0
750000.0,800000.0,48.6,44.0,200.0
750000.0,850000.0,54.3,45.0,200.0
750000.0,900000.0,57.5,46.0,198.0
750000.0,950000.0,57.5,46.0,197.0
750000.0,1000000.0,54.0,46.0,194.0
750000.0,1050000.0,50.4,50.0,190.0
750000.0,1100000.0,50.1,48.0,185.0
750000.0,1150000.0,46.9,46.0,184.0
750000.0,1200000.0,33.0,44.0,181.0
750000.0,1250000.0,27.6,43.0,181.0
750000.0,1300000.0,26.6,42.0,177.0
750000.0,1350000.0,26.4,42.0,173.0
750000.0,1400000.0,25.6,42.0,170.0
750000.0,1450000.0,25.0,42.0,169.0
750000.0,1500000.0,26.2,42.0,167.0
750000.0,1550000.0,26.8,44.0,166.0
750000.0,1600000.0,25.8,46.0,166.0
750000.0,1650000.0,25.3,46.0,166.0
750000.0,1700000.0,24.6,45.0,166.0
750000.0,1750000.0,23.7,43.0,165.0
750000.0,1800000.0,23.5,40.0,166.0
750000.0,1850000.0,22.8,38.0,167.0
750000.0,1900000.0,21.8,35.0,169.0
750000.0,1950000.0,23.1,30.0,172.0
750000.0,2000000.0,25.9,26.0,175.0
750000.0,2050000.0,29.0,24.0,171.0
750000.0,2100000.0,34.1,22.0,167.0
800000.0,-2100000.0,23.4,35.0,101.0
800000.0,-2050000.0,24.2,37.0,106.0
800000.0,-2000000.0,25.8,39.0,110.0
800000.0,-1950000.0,27.2,39.0,118.0
800000.0,-1900000.0,28.6,40.0,131.0
800000.0,-1850000.0,30.0,40.0,144.0
800000.0,-1800000.0,30.6,40.0,154.0
800000.0,-1750000.0,30.9,40.0,165.0
800000.0,-1700000.0,30.7,40.0,173.0
800000.0,-1650000.0,30.7,40.0,178.0
800000.0,-1600000.0,29.8,40.0,181.0
800000.0,-1550000.0,28.2,40.0,182.0
800000.0,-1500000.0,27.0,40.0,182.0
800000.0,-1450000.0,26.2,40.0,182.0
800000.0,-1400000.0,26.2,40.0,181.0
800000.0,-1350000.0,26.3,40.0,179.0
800000.0,-1300000.0,26.2,40.0,178.0
800000.0,-1250000.0,26.2,40.0,178.0
800000.0,-1200000.0,26.6,40.0,177.0
800000.0,-1150000.0,26.8,40.0,173.0
800000.0,-1100000.0,26.3,40.0,182.0
800000.0,-1050000.0,25.5,40.0,177.0
800000.0,-1000000.0,25.3,40.0,167.0
800000.0,-950000.0,26.1,40.0,190.0
800000.0,-900000.0,27.0,40.0,192.0
800000.0,-850000.0,27.3,40.0,189.0
800000.0,-800000.0,29.6,41.0,194.0
800000.0,-750000.0,32.6,41.0,190.0
800000.0,-700000.0,32.4,41.0,200.0
800000.0,-650000.0,35.2,42.0,202.0
800000.0,-600000.0,37.4,42.0,195.0
800000.0,-550000.0,30.9,40.0,204.0
800000.0,-500000.0,30.3,40.0,208.0
800000.0,-450000.0,29.4,40.0,190.0
800000.0,-400000.0,28.2,40.0,149.0
800000.0,-350000.0,28.0,40.0,162.0
800000.0,-300000.0,34.1,41.0,222.0
800000.0,-250000.0,32.9,41.0,223.0
800000.0,-200000.0,28.3,41.0,224.0
800000.0,-150000.0,27.6,41.0,226.0
800000.0,-100000.0,27.5,40.0,226.0
800000.0,-50000.0,27.7,40.0,227.0
800000.0,0.0,29.8,42.0,230.0
800000.0,50000.0,32.6,43.0,229.0
800000.0,100000.0,36.3,46.0,227.0
800000.0,150000.0,36.4,47.0,226.0
800000.0,200000.0,34.3,45.0,222.0
800000.0,250000.0,33.7,46.0,219.0
800000.0,300000.0,31.0,52.0,213.0
800000.0,350000.0,30.3,53.0,211.0
800000.0,400000.0,31.9,56.0,209.0
800000.0,450000.0,30.6,55.0,209.0
800000.0,500000.0,28.7,50.0,210.0
800000.0,550000.0,27.5,44.0,211.0
800000.0,600000.0,35.8,53.0,212.0
800000.0,650000.0,38.2,55.0,213.0
800000.0,700000.0,41.8,51.0,209.0
800000.0,750000.0,41.9,45.0,205.0
800000.0,800000.0,46.9,45.0,204.0
800000.0,850000.0,50.7,45.0,201.0
800000.0,900000.0,52.4,45.0,199.0
800000.0,950000.0,53.4,46.0,195.0
800000.0,1000000.0,49.9,47.0,190.0
800000.0,1050000.0,47.5,47.0,186.0
800000.0,1100000.0,48.7,46.0,182.0
800000.0,1150000.0,49.3,46.0,179.0
800000.0,1200000.0,40.5,45.0,176.0
800000.0,1250000.0,30.4,44.0,173.0
800000.0,1300000.0,26.6,43.0,172.0
800000.0,1350000.0,25.9,42.0,168.0
800000.0,1400000.0,25.4,42.0,168.0
800000.0,1450000.0,25.0,42.0,167.0
800000.0,1500000.0,25.4,43.0,166.0
800000.0,1550000.0,25.9,44.0,166.0
800000.0,1600000.0,25.8,46.0,166.0
800000.0,1650000.0,25.5,46.0,165.0
800000.0,1700000.0,24.7,45.0,165.0
800000.0,1750000.0,23.6,43.0,165.0
800000.0,1800000.0,22.6,39.0,165.0
800000.0,1850000.0,21.5,36.0,166.0
800000.0,1900000.0,21.2,33.0,167.0
800000.0,1950000.0,24.8,29.0,170.0
800000.0,2000000.0,29.8,25.0,173.0
800000.0,2050000.0,32.2,23.0,170.0
850000.0,-2100000.0,25.9,35.0,105.0
850000.0,-2050000.0,26.0,38.0,110.0
850000.0,-2000000.0,26.7,39.0,116.0
850000.0,-1950000.0,28.7,40.0,128.0
850000.0,-1900000.0,30.8,40.0,141.0
850000.0,-1850000.0,30.6,40.0,153.0
850000.0,-1800000.0,30.2,40.0,163.0
850000.0,-1750000.0,30.6,40.0,172.0
850000.0,-1700000.0,31.4,39.0,179.0
850000.0,-1650000.0,31.6,39.0,182.0
850000.0,-1600000.0,29.8,40.0,184.0
850000.0,-1550000.0,28.0,40.0,184.0
850000.0,-1500000.0,26.8,40.0,184.0
850000.0,-1450000.0,26.1,40.0,184.0
850000.0,-1400000.0,26.0,40.0,182.0
850000.0,-1350000.0,25.9,40.0,181.0
850000.0,-1300000.0,25.9,40.0,181.0
850000.0,-1250000.0,26.4,40.0,183.0
850000.0,-1200000.0,26.7,40.0,184.0
850000.0,-1150000.0,26.8,40.0,186.0
850000.0,-1100000.0,26.1,40.0,190.0
850000.0,-1050000.0,25.7,40.0,190.0
850000.0,-1000000.0,25.9,40.0,193.0
850000.0,-950000.0,26.7,40.0,197.0
850000.0,-900000.0,26.7,40.0,198.0
850000.0,-850000.0,26.1,41.0,201.0
850000.0,-800000.0,27.4,41.0,199.0
850000.0,-750000.0,28.6,41.0,204.0
850000.0,-700000.0,27.6,41.0,212.0
850000.0,-650000.0,29.8,41.0,207.0
850000.0,-600000.0,30.6,41.0,210.0
850000.0,-550000.0,29.4,40.0,210.0
850000.0,-500000.0,30.4,40.0,213.0
850000.0,-450000.0,29.3,40.0,194.0
850000.0,-400000.0,28.2,40.0,169.0
850000.0,-350000.0,29.5,41.0,197.0
850000.0,-300000.0,33.5,41.0,224.0
850000.0,-250000.0,33.3,42.0,225.0
850000.0,-200000.0,27.8,42.0,227.0
850000.0,-150000.0,30.0,42.0,227.0
850000.0,-100000.0,29.6,41.0,227.0
850000.0,-50000.0,28.2,41.0,228.0
850000.0,0.0,33.7,47.0,229.0
850000.0,50000.0,37.8,50.0,228.0
850000.0,100000.0,39.3,51.0,226.0
850000.0,150000.0,38.9,52.0,225.0
850000.0,200000.0,37.2,50.0,221.0
850000.0,250000.0,36.2,48.0,217.0
850000.0,300000.0,33.0,47.0,212.0
850000.0,350000.0,30.9,51.0,208.0
850000.0,400000.0,29.1,49.0,208.0
850000.0,450000.0,26.9,49.0,207.0
850000.0,500000.0,25.8,46.0,208.0
850000.0,550000.0,26.3,44.0,211.0
850000.0,600000.0,29.7,45.0,212.0
850000.0,650000.0,33.5,53.0,214.0
850000.0,700000.0,36.9,52.0,213.0
850000.0,750000.0,38.9,47.0,208.0
850000.0,800000.0,43.7,45.0,204.0
850000.0,850000.0,48.8,45.0,202.0
850000.0,900000.0,47.5,45.0,200.0
850000.0,950000.0,48.1,46.0,193.0
850000.0,1000000.0,45.9,48.0,186.0
850000.0,1050000.0,46.4,50.0,180.0
850000.0,1100000.0,47.1,50.0,177.0
850000.0,1150000.0,46.6,46.0,175.0
850000.0,1200000.0,39.6,45.0,174.0
850000.0,1250000.0,29.3,44.0,171.0
850000.0,1300000.0,25.8,43.0,168.0
850000.0,1350000.0,25.6,42.0,166.0
850000.0,1400000.0,25.7,42.0,165.0
850000.0,1450000.0,25.4,43.0,164.0
850000.0,1500000.0,25.4,44.0,164.0
850000.0,1550000.0,25.8,45.0,164.0
850000.0,1600000.0,26.0,46.0,164.0
850000.0,1650000.0,26.0,46.0,165.0
850000.0,1700000.0,24.8,45.0,165.0
850000.0,1750000.0,23.4,42.0,165.0
850000.0,1800000.0,22.1,38.0,165.0
850000.0,1850000.0,21.0,34.0,166.0
850000.0,1900000.0,22.0,31.0,166.0
850000.0,1950000.0,29.5,28.0,167.0
850000.0,2000000.0,37.8,25.0,167.0
900000.0,-2100000.0,26.8,34.0,108.0
900000.0,-2050000.0,27.4,38.0,116.0
900000.0,-2000000.0,28.2,38.0,127.0
900000.0,-1950000.0,30.2,40.0,134.0
900000.0,-1900000.0,30.8,40.0,146.0
900000.0,-1850000.0,30.7,40.0,159.0
900000.0,-1800000.0,31.0,40.0,169.0
900000.0,-1750000.0,32.0,39.0,176.0
900000.0,-1700000.0,32.2,39.0,180.0
900000.0,-1650000.0,31.3,39.0,183.0
900000.0,-1600000.0,29.2,40.0,184.0
900000.0,-1550000.0,27.7,40.0,184.0
900000.0,-1500000.0,26.4,40.0,184.0
900000.0,-1450000.0,25.8,40.0,184.0
900000.0,-1400000.0,25.6,40.0,184.0
900000.0,-1350000.0,25.5,40.0,184.0
900000.0,-1300000.0,25.9,40.0,186.0
900000.0,-1250000.0,26.5,40.0,187.0
900000.0,-1200000.0,26.6,41.0,188.0
900000.0,-1150000.0,26.4,41.0,193.0
900000.0,-1100000.0,26.0,41.0,193.0
900000.0,-1050000.0,26.1,41.0,195.0
900000.0,-1000000.0,26.7,41.0,198.0
900000.0,-950000.0,27.0,41.0,199.0
900000.0,-900000.0,26.9,41.0,205.0
900000.0,-850000.0,26.4,41.0,206.0
900000.0,-800000.0,26.7,41.0,207.0
900000.0,-750000.0,27.8,41.0,215.0
900000.0,-700000.0,27.3,41.0,215.0
900000.0,-650000.0,26.9,41.0,217.0
900000.0,-600000.0,27.3,40.0,216.0
900000.0,-550000.0,27.9,40.0,215.0
900000.0,-500000.0,28.5,40.0,225.0
900000.0,-450000.0,28.0,40.0,222.0
900000.0,-400000.0,27.0,41.0,206.0
900000.0,-350000.0,27.5,41.0,225.0
900000.0,-300000.0,28.6,41.0,226.0
900000.0,-250000.0,28.8,42.0,227.0
900000.0,-200000.0,30.0,43.0,228.0
900000.0,-150000.0,33.8,43.0,227.0
900000.0,-100000.0,34.4,41.0,228.0
900000.0,-50000.0,33.9,43.0,229.0
900000.0,0.0,38.1,51.0,227.0
900000.0,50000.0,41.0,56.0,227.0
900000.0,100000.0,41.2,56.0,226.0
900000.0,150000.0,40.0,57.0,223.0
900000.0,200000.0,38.8,55.0,220.0
900000.0,250000.0,37.9,52.0,214.0
900000.0,300000.0,36.5,53.0,212.0
900000.0,350000.0,32.2,52.0,206.0
900000.0,400000.0,31.0,51.0,205.0
900000.0,450000.0,26.1,44.0,206.0
900000.0,500000.0,25.5,43.0,206.0
900000.0,550000.0,25.8,43.0,211.0
900000.0,600000.0,26.1,44.0,213.0
900000.0,650000.0,28.7,48.0,215.0
900000.0,700000.0,30.0,49.0,215.0
900000.0,750000.0,29.1,47.0,210.0
900000.0,800000.0,26.1,43.0,208.0
900000.0,850000.0,38.1,45.0,201.0
900000.0,900000.0,39.9,44.0,198.0
900000.0,950000.0,45.9,44.0,191.0
900000.0,1000000.0,45.0,46.0,185.0
900000.0,1050000.0,44.4,50.0,178.0
900000.0,1100000.0,45.3,54.0,173.0
900000.0,1150000.0,42.3,53.0,169.0
900000.0,1200000.0,38.4,46.0,170.0
900000.0,1250000.0,31.2,44.0,168.0
900000.0,1300000.0,26.6,42.0,166.0
900000.0,1350000.0,25.9,43.0,165.0
900000.0,1400000.0,25.9,42.0,164.0
900000.0,1450000.0,25.8,43.0,164.0
900000.0,1500000.0,25.5,44.0,163.0
900000.0,1550000.0,25.8,46.0,163.0
900000.0,1600000.0,26.0,46.0,163.0
900000.0,1650000.0,25.7,45.0,163.0
900000.0,1700000.0,24.4,44.0,163.0
900000.0,1750000.0,23.1,42.0,164.0
900000.0,1800000.0,21.8,39.0,165.0
900000.0,1850000.0,21.6,34.0,166.0
900000.0,1900000.0,25.3,30.0,167.0
900000.0,1950000.0,34.7,27.0,167.0
950000.0,-2100000.0,25.7,29.0,114.0
950000.0,-2050000.0,27.9,32.0,126.0
950000.0,-2000000.0,30.3,34.0,133.0
950000.0,-1950000.0,31.1,38.0,142.0
950000.0,-1900000.0,30.7,40.0,156.0
950000.0,-1850000.0,30.4,40.0,165.0
950000.0,-1800000.0,31.9,39.0,171.0
